name,year,rate,code,
Punjab,1989,43.37,28,
Rajasthan,1989,30.11,29,
Sikkim,1989,34.05,30,
Tamil Nadu,1989,54.39,31,
Tripura,1989,50.1,32,
Uttar Pradesh,1989,32.65,33,
Uttaranchal,1989,46.06,34,
West Bengal,1989,48.65,35,
Jammu and Kashmir,1989,30.64,15,
Andaman and Nicobar,1988,63.19,1,
Telangana,1988,0,36,
Andhra Pradesh,1988,35.7,2,
Arunachal Pradesh,1988,25.55,3,
Assam,1988,0,4,
Bihar,1988,32.3,5,
Chandigarh,1988,74.8,6,
Chhattisgarh,1988,32.63,7,
Dadra and Nagar Haveli,1988,32.9,8,
Daman and Diu,1988,0,9,
Delhi,1988,71.94,10,
Goa,1988,65.71,11,
Gujarat,1988,44.92,12,
Haryana,1988,37.13,13,
Himachal Pradesh,1988,0,14,
Jharkhand,1988,35.03,16,
Karnataka,1988,46.21,17,
Kerala,1988,78.85,18,
Lakshadweep,1988,68.42,19,
Madhya Pradesh,1988,38.63,20,
Maharashtra,1988,57.24,21,
Manipur,1988,49.66,22,
Meghalaya,1988,42.05,23,
Mizoram,1988,59.88,24,
Nagaland,1988,50.28,25,
Orissa,1988,33.62,26,
Puducherry,1988,65.14,27,
Punjab,1988,43.37,28,
Rajasthan,1988,30.11,29,
Sikkim,1988,34.05,30,
Tamil Nadu,1988,54.39,31,
Tripura,1988,50.1,32,
Uttar Pradesh,1988,32.65,33,
Uttaranchal,1988,46.06,34,
West Bengal,1988,48.65,35,
Jammu and Kashmir,1988,30.64,15,
Andaman and Nicobar,1987,63.19,1,
Telangana,1987,0,36,
Andhra Pradesh,1987,35.7,2,
Arunachal Pradesh,1987,25.55,3,
Assam,1987,0,4,
Bihar,1987,32.3,5,
Chandigarh,1987,74.8,6,
Chhattisgarh,1987,32.63,7,
Dadra and Nagar Haveli,1987,32.9,8,
Daman and Diu,1987,0,9,
Delhi,1987,71.94,10,
Goa,1987,65.71,11,
Gujarat,1987,44.92,12,
Haryana,1987,37.13,13,
Himachal Pradesh,1987,0,14,
Jharkhand,1987,35.03,16,
Karnataka,1987,46.21,17,
Kerala,1987,78.85,18,
Lakshadweep,1987,68.42,19,
Madhya Pradesh,1987,38.63,20,
Maharashtra,1987,57.24,21,
Manipur,1987,49.66,22,
Meghalaya,1987,42.05,23,
Mizoram,1987,59.88,24,
Nagaland,1987,50.28,25,
Orissa,1987,33.62,26,
Puducherry,1987,65.14,27,
Punjab,1987,43.37,28,
Rajasthan,1987,30.11,29,
Sikkim,1987,34.05,30,
Tamil Nadu,1987,54.39,31,
Tripura,1987,50.1,32,
Uttar Pradesh,1987,32.65,33,
Uttaranchal,1987,46.06,34,
West Bengal,1987,48.65,35,
Jammu and Kashmir,1987,30.64,15,
Andaman and Nicobar,1986,63.19,1,
Telangana,1986,0,36,
Andhra Pradesh,1986,35.7,2,
Arunachal Pradesh,1986,25.55,3,
Assam,1986,0,4,
Bihar,1986,32.3,5,
Chandigarh,1986,74.8,6,
Chhattisgarh,1986,32.63,7,
Dadra and Nagar Haveli,1986,32.9,8,
Daman and Diu,1986,0,9,
Delhi,1986,71.94,10,
Goa,1986,65.71,11,
Gujarat,1986,44.92,12,
Haryana,1986,37.13,13,
Himachal Pradesh,1986,0,14,
Jharkhand,1986,35.03,16,
Karnataka,1986,46.21,17,
Kerala,1986,78.85,18,
Lakshadweep,1986,68.42,19,
Madhya Pradesh,1986,38.63,20,
Maharashtra,1986,57.24,21,
Manipur,1986,49.66,22,
Meghalaya,1986,42.05,23,
Mizoram,1986,59.88,24,
Nagaland,1986,50.28,25,
Orissa,1986,33.62,26,
Puducherry,1986,65.14,27,
Punjab,1986,43.37,28,
Rajasthan,1986,30.11,29,
Sikkim,1986,34.05,30,
Tamil Nadu,1986,54.39,31,
Tripura,1986,50.1,32,
Uttar Pradesh,1986,32.65,33,
Uttaranchal,1986,46.06,34,
West Bengal,1986,48.65,35,
Jammu and Kashmir,1986,30.64,15,
Andaman and Nicobar,1985,63.19,1,
Telangana,1985,0,36,
Andhra Pradesh,1985,35.7,2,
Arunachal Pradesh,1985,25.55,3,
Assam,1985,0,4,
Bihar,1985,32.3,5,
Chandigarh,1985,74.8,6,
Chhattisgarh,1985,32.63,7,
Dadra and Nagar Haveli,1985,32.9,8,
Daman and Diu,1985,0,9,
Delhi,1985,71.94,10,
Goa,1985,65.71,11,
Gujarat,1985,44.92,12,
Haryana,1985,37.13,13,
Himachal Pradesh,1985,0,14,
Jharkhand,1985,35.03,16,
Karnataka,1985,46.21,17,
Kerala,1985,78.85,18,
Lakshadweep,1985,68.42,19,
Madhya Pradesh,1985,38.63,20,
Maharashtra,1985,57.24,21,
Manipur,1985,49.66,22,
Meghalaya,1985,42.05,23,
Mizoram,1985,59.88,24,
Nagaland,1985,50.28,25,
Orissa,1985,33.62,26,
Puducherry,1985,65.14,27,
Punjab,1985,43.37,28,
Rajasthan,1985,30.11,29,
Sikkim,1985,34.05,30,
Tamil Nadu,1985,54.39,31,
Tripura,1985,50.1,32,
Uttar Pradesh,1985,32.65,33,
Uttaranchal,1985,46.06,34,
West Bengal,1985,48.65,35,
Jammu and Kashmir,1985,30.64,15,
Andaman and Nicobar,1984,63.19,1,
Telangana,1984,0,36,
Andhra Pradesh,1984,35.7,2,
Arunachal Pradesh,1984,25.55,3,
Assam,1984,0,4,
Bihar,1984,32.3,5,
Chandigarh,1984,74.8,6,
Chhattisgarh,1984,32.63,7,
Dadra and Nagar Haveli,1984,32.9,8,
Daman and Diu,1984,0,9,
Delhi,1984,71.94,10,
Goa,1984,65.71,11,
Gujarat,1984,44.92,12,
Haryana,1984,37.13,13,
Himachal Pradesh,1984,0,14,
Jharkhand,1984,35.03,16,
Karnataka,1984,46.21,17,
Kerala,1984,78.85,18,
Lakshadweep,1984,68.42,19,
Madhya Pradesh,1984,38.63,20,
Maharashtra,1984,57.24,21,
Manipur,1984,49.66,22,
Meghalaya,1984,42.05,23,
Mizoram,1984,59.88,24,
Nagaland,1984,50.28,25,
Orissa,1984,33.62,26,
Puducherry,1984,65.14,27,
Punjab,1984,43.37,28,
Rajasthan,1984,30.11,29,
Sikkim,1984,34.05,30,
Tamil Nadu,1984,54.39,31,
Tripura,1984,50.1,32,
Uttar Pradesh,1984,32.65,33,
Uttaranchal,1984,46.06,34,
West Bengal,1984,48.65,35,
Jammu and Kashmir,1984,30.64,15,
Andaman and Nicobar,1983,63.19,1,
Telangana,1983,0,36,
Andhra Pradesh,1983,35.7,2,
Arunachal Pradesh,1983,25.55,3,
Assam,1983,0,4,
Bihar,1983,32.3,5,
Chandigarh,1983,74.8,6,
Chhattisgarh,1983,32.63,7,
Dadra and Nagar Haveli,1983,32.9,8,
Daman and Diu,1983,0,9,
Delhi,1983,71.94,10,
Goa,1983,65.71,11,
Gujarat,1983,44.92,12,
Haryana,1983,37.13,13,
Himachal Pradesh,1983,0,14,
Jharkhand,1983,35.03,16,
Karnataka,1983,46.21,17,
Kerala,1983,78.85,18,
Lakshadweep,1983,68.42,19,
Madhya Pradesh,1983,38.63,20,
Maharashtra,1983,57.24,21,
Manipur,1983,49.66,22,
Meghalaya,1983,42.05,23,
Mizoram,1983,59.88,24,
Nagaland,1983,50.28,25,
Orissa,1983,33.62,26,
Puducherry,1983,65.14,27,
Punjab,1983,43.37,28,
Rajasthan,1983,30.11,29,
Sikkim,1983,34.05,30,
Tamil Nadu,1983,54.39,31,
Tripura,1983,50.1,32,
Uttar Pradesh,1983,32.65,33,
Uttaranchal,1983,46.06,34,
West Bengal,1983,48.65,35,
Jammu and Kashmir,1983,30.64,15,
Andaman and Nicobar,1982,63.19,1,
Telangana,1982,0,36,
Andhra Pradesh,1982,35.7,2,
Arunachal Pradesh,1982,25.55,3,
Assam,1982,0,4,
Bihar,1982,32.3,5,
Chandigarh,1982,74.8,6,
Chhattisgarh,1982,32.63,7,
Dadra and Nagar Haveli,1982,32.9,8,
Daman and Diu,1982,0,9,
Delhi,1982,71.94,10,
Goa,1982,65.71,11,
Gujarat,1982,44.92,12,
Haryana,1982,37.13,13,
Himachal Pradesh,1982,0,14,
Jharkhand,1982,35.03,16,
Karnataka,1982,46.21,17,
Kerala,1982,78.85,18,
Lakshadweep,1982,68.42,19,
Madhya Pradesh,1982,38.63,20,
Maharashtra,1982,57.24,21,
Manipur,1982,49.66,22,
Meghalaya,1982,42.05,23,
Mizoram,1982,59.88,24,
Nagaland,1982,50.28,25,
Orissa,1982,33.62,26,
Puducherry,1982,65.14,27,
Punjab,1982,43.37,28,
Rajasthan,1982,30.11,29,
Sikkim,1982,34.05,30,
Tamil Nadu,1982,54.39,31,
Tripura,1982,50.1,32,
Uttar Pradesh,1982,32.65,33,
Uttaranchal,1982,46.06,34,
West Bengal,1982,48.65,35,
Jammu and Kashmir,1982,30.64,15,
Andaman and Nicobar,1981,63.19,1,
Telangana,1981,0,36,
Andhra Pradesh,1981,35.7,2,
Arunachal Pradesh,1981,25.55,3,
Assam,1981,0,4,
Bihar,1981,32.3,5,
Chandigarh,1981,74.8,6,
Chhattisgarh,1981,32.63,7,
Dadra and Nagar Haveli,1981,32.9,8,
Daman and Diu,1981,0,9,
Delhi,1981,71.94,10,
Goa,1981,65.71,11,
Gujarat,1981,44.92,12,
Haryana,1981,37.13,13,
Himachal Pradesh,1981,0,14,
Jharkhand,1981,35.03,16,
Karnataka,1981,46.21,17,
Kerala,1981,78.85,18,
Lakshadweep,1981,68.42,19,
Madhya Pradesh,1981,38.63,20,
Maharashtra,1981,57.24,21,
Manipur,1981,49.66,22,
Meghalaya,1981,42.05,23,
Mizoram,1981,59.88,24,
Nagaland,1981,50.28,25,
Orissa,1981,33.62,26,
Puducherry,1981,65.14,27,
Punjab,1981,43.37,28,
Rajasthan,1981,30.11,29,
Sikkim,1981,34.05,30,
Tamil Nadu,1981,54.39,31,
Tripura,1981,50.1,32,
Uttar Pradesh,1981,32.65,33,
Uttaranchal,1981,46.06,34,
West Bengal,1981,48.65,35,
Jammu and Kashmir,1981,30.64,15,
Andaman and Nicobar,1980,51.15,1,
Telangana,1980,0,36,
Andhra Pradesh,1980,24.57,2,
Arunachal Pradesh,1980,11.29,3,
Assam,1980,33.94,4,
Bihar,1980,23.17,5,
Chandigarh,1980,70.43,6,
Chhattisgarh,1980,24.08,7,
Dadra and Nagar Haveli,1980,18.13,8,
Daman and Diu,1980,0,9,
Delhi,1980,65.08,10,
Goa,1980,51.96,11,
Gujarat,1980,36.95,12,
Haryana,1980,25.71,13,
Himachal Pradesh,1980,0,14,
Jharkhand,1980,23.87,16,
Karnataka,1980,36.83,17,
Kerala,1980,69.75,18,
Lakshadweep,1980,51.76,19,
Madhya Pradesh,1980,27.27,20,
Maharashtra,1980,45.77,21,
Manipur,1980,38.47,22,
Meghalaya,1980,29.49,23,
Mizoram,1980,53.8,24,
Nagaland,1980,33.78,25,
Orissa,1980,26.18,26,
Puducherry,1980,53.38,27,
Punjab,1980,34.12,28,
Rajasthan,1980,22.57,29,
Sikkim,1980,17.74,30,
Tamil Nadu,1980,45.4,31,
Tripura,1980,30.98,32,
Uttar Pradesh,1980,23.99,33,
Uttaranchal,1980,33.26,34,
West Bengal,1980,38.86,35,
Jammu and Kashmir,1980,21.71,15,
Andaman and Nicobar,1979,51.15,1,
Telangana,1979,0,36,
Andhra Pradesh,1979,24.57,2,
Arunachal Pradesh,1979,11.29,3,
Assam,1979,33.94,4,
Bihar,1979,23.17,5,
Chandigarh,1979,70.43,6,
Chhattisgarh,1979,24.08,7,
Dadra and Nagar Haveli,1979,18.13,8,
Daman and Diu,1979,0,9,
Delhi,1979,65.08,10,
Goa,1979,51.96,11,
Gujarat,1979,36.95,12,
Haryana,1979,25.71,13,
Himachal Pradesh,1979,0,14,
Jharkhand,1979,23.87,16,
Karnataka,1979,36.83,17,
Kerala,1979,69.75,18,
Lakshadweep,1979,51.76,19,
Madhya Pradesh,1979,27.27,20,
Maharashtra,1979,45.77,21,
Manipur,1979,38.47,22,
Meghalaya,1979,29.49,23,
Mizoram,1979,53.8,24,
Nagaland,1979,33.78,25,
Orissa,1979,26.18,26,
Puducherry,1979,53.38,27,
Punjab,1979,34.12,28,
Rajasthan,1979,22.57,29,
Sikkim,1979,17.74,30,
Tamil Nadu,1979,45.4,31,
Tripura,1979,30.98,32,
Uttar Pradesh,1979,23.99,33,
Uttaranchal,1979,33.26,34,
West Bengal,1979,38.86,35,
Jammu and Kashmir,1979,21.71,15,
Andaman and Nicobar,1978,51.15,1,
Telangana,1978,0,36,
Andhra Pradesh,1978,24.57,2,
Arunachal Pradesh,1978,11.29,3,
Assam,1978,33.94,4,
Bihar,1978,23.17,5,
Chandigarh,1978,70.43,6,
Chhattisgarh,1978,24.08,7,
Dadra and Nagar Haveli,1978,18.13,8,
Daman and Diu,1978,0,9,
Delhi,1978,65.08,10,
Goa,1978,51.96,11,
Gujarat,1978,36.95,12,
Haryana,1978,25.71,13,
Himachal Pradesh,1978,0,14,
Jharkhand,1978,23.87,16,
Karnataka,1978,36.83,17,
Kerala,1978,69.75,18,
Lakshadweep,1978,51.76,19,
Madhya Pradesh,1978,27.27,20,
Maharashtra,1978,45.77,21,
Manipur,1978,38.47,22,
Meghalaya,1978,29.49,23,
Mizoram,1978,53.8,24,
Nagaland,1978,33.78,25,
Orissa,1978,26.18,26,
Puducherry,1978,53.38,27,
Punjab,1978,34.12,28,
Rajasthan,1978,22.57,29,
Sikkim,1978,17.74,30,
Tamil Nadu,1978,45.4,31,
Tripura,1978,30.98,32,
Uttar Pradesh,1978,23.99,33,
Uttaranchal,1978,33.26,34,
West Bengal,1978,38.86,35,
Jammu and Kashmir,1978,21.71,15,
Andaman and Nicobar,1977,51.15,1,
Telangana,1977,0,36,
Andhra Pradesh,1977,24.57,2,
Arunachal Pradesh,1977,11.29,3,
Assam,1977,33.94,4,
Bihar,1977,23.17,5,
Chandigarh,1977,70.43,6,
Chhattisgarh,1977,24.08,7,
Dadra and Nagar Haveli,1977,18.13,8,
Daman and Diu,1977,0,9,
Delhi,1977,65.08,10,
Goa,1977,51.96,11,
Gujarat,1977,36.95,12,
Haryana,1977,25.71,13,
Himachal Pradesh,1977,0,14,
Jharkhand,1977,23.87,16,
Karnataka,1977,36.83,17,
Kerala,1977,69.75,18,
Lakshadweep,1977,51.76,19,
Madhya Pradesh,1977,27.27,20,
Maharashtra,1977,45.77,21,
Manipur,1977,38.47,22,
Meghalaya,1977,29.49,23,
Mizoram,1977,53.8,24,
Nagaland,1977,33.78,25,
Orissa,1977,26.18,26,
Puducherry,1977,53.38,27,
Punjab,1977,34.12,28,
Rajasthan,1977,22.57,29,
Sikkim,1977,17.74,30,
Tamil Nadu,1977,45.4,31,
Tripura,1977,30.98,32,
Uttar Pradesh,1977,23.99,33,
Uttaranchal,1977,33.26,34,
West Bengal,1977,38.86,35,
Jammu and Kashmir,1977,21.71,15,
Andaman and Nicobar,1976,51.15,1,
Telangana,1976,0,36,
Andhra Pradesh,1976,24.57,2,
Arunachal Pradesh,1976,11.29,3,
Assam,1976,33.94,4,
Bihar,1976,23.17,5,
Chandigarh,1976,70.43,6,
Chhattisgarh,1976,24.08,7,
Dadra and Nagar Haveli,1976,18.13,8,
Daman and Diu,1976,0,9,
Delhi,1976,65.08,10,
Goa,1976,51.96,11,
Gujarat,1976,36.95,12,
Haryana,1976,25.71,13,
Himachal Pradesh,1976,0,14,
Jharkhand,1976,23.87,16,
Karnataka,1976,36.83,17,
Kerala,1976,69.75,18,
Lakshadweep,1976,51.76,19,
Madhya Pradesh,1976,27.27,20,
Maharashtra,1976,45.77,21,
Manipur,1976,38.47,22,
Meghalaya,1976,29.49,23,
Mizoram,1976,53.8,24,
Nagaland,1976,33.78,25,
Orissa,1976,26.18,26,
Puducherry,1976,53.38,27,
Punjab,1976,34.12,28,
Rajasthan,1976,22.57,29,
Sikkim,1976,17.74,30,
Tamil Nadu,1976,45.4,31,
Tripura,1976,30.98,32,
Uttar Pradesh,1976,23.99,33,
Uttaranchal,1976,33.26,34,
West Bengal,1976,38.86,35,
Jammu and Kashmir,1976,21.71,15,
Andaman and Nicobar,1975,51.15,1,
Telangana,1975,0,36,
Andhra Pradesh,1975,24.57,2,
Arunachal Pradesh,1975,11.29,3,
Assam,1975,33.94,4,
Bihar,1975,23.17,5,
Chandigarh,1975,70.43,6,
Chhattisgarh,1975,24.08,7,
Dadra and Nagar Haveli,1975,18.13,8,
Daman and Diu,1975,0,9,
Delhi,1975,65.08,10,
Goa,1975,51.96,11,
Gujarat,1975,36.95,12,
Haryana,1975,25.71,13,
Himachal Pradesh,1975,0,14,
Jharkhand,1975,23.87,16,
Karnataka,1975,36.83,17,
Kerala,1975,69.75,18,
Lakshadweep,1975,51.76,19,
Madhya Pradesh,1975,27.27,20,
Maharashtra,1975,45.77,21,
Manipur,1975,38.47,22,
Meghalaya,1975,29.49,23,
Mizoram,1975,53.8,24,
Nagaland,1975,33.78,25,
Orissa,1975,26.18,26,
Puducherry,1975,53.38,27,
Punjab,1975,34.12,28,
Rajasthan,1975,22.57,29,
Sikkim,1975,17.74,30,
Tamil Nadu,1975,45.4,31,
Tripura,1975,30.98,32,
Uttar Pradesh,1975,23.99,33,
Uttaranchal,1975,33.26,34,
West Bengal,1975,38.86,35,
Jammu and Kashmir,1975,21.71,15,
Andaman and Nicobar,1974,51.15,1,
Telangana,1974,0,36,
Andhra Pradesh,1974,24.57,2,
Arunachal Pradesh,1974,11.29,3,
Assam,1974,33.94,4,
Bihar,1974,23.17,5,
Chandigarh,1974,70.43,6,
Chhattisgarh,1974,24.08,7,
Dadra and Nagar Haveli,1974,18.13,8,
Daman and Diu,1974,0,9,
Delhi,1974,65.08,10,
Goa,1974,51.96,11,
Gujarat,1974,36.95,12,
Haryana,1974,25.71,13,
Himachal Pradesh,1974,0,14,
Jharkhand,1974,23.87,16,
Karnataka,1974,36.83,17,
Kerala,1974,69.75,18,
Lakshadweep,1974,51.76,19,
Madhya Pradesh,1974,27.27,20,
Maharashtra,1974,45.77,21,
Manipur,1974,38.47,22,
Meghalaya,1974,29.49,23,
Mizoram,1974,53.8,24,
Nagaland,1974,33.78,25,
Orissa,1974,26.18,26,
Puducherry,1974,53.38,27,
Punjab,1974,34.12,28,
Rajasthan,1974,22.57,29,
Sikkim,1974,17.74,30,
Tamil Nadu,1974,45.4,31,
Tripura,1974,30.98,32,
Uttar Pradesh,1974,23.99,33,
Uttaranchal,1974,33.26,34,
West Bengal,1974,38.86,35,
Jammu and Kashmir,1974,21.71,15,
Andaman and Nicobar,1973,51.15,1,
Telangana,1973,0,36,
Andhra Pradesh,1973,24.57,2,
Arunachal Pradesh,1973,11.29,3,
Assam,1973,33.94,4,
Bihar,1973,23.17,5,
Chandigarh,1973,70.43,6,
Chhattisgarh,1973,24.08,7,
Dadra and Nagar Haveli,1973,18.13,8,
Daman and Diu,1973,0,9,
Delhi,1973,65.08,10,
Goa,1973,51.96,11,
Gujarat,1973,36.95,12,
Haryana,1973,25.71,13,
Himachal Pradesh,1973,0,14,
Jharkhand,1973,23.87,16,
Karnataka,1973,36.83,17,
Kerala,1973,69.75,18,
Lakshadweep,1973,51.76,19,
Madhya Pradesh,1973,27.27,20,
Maharashtra,1973,45.77,21,
Manipur,1973,38.47,22,
Meghalaya,1973,29.49,23,
Mizoram,1973,53.8,24,
Nagaland,1973,33.78,25,
Orissa,1973,26.18,26,
Puducherry,1973,53.38,27,
Punjab,1973,34.12,28,
Rajasthan,1973,22.57,29,
Sikkim,1973,17.74,30,
Tamil Nadu,1973,45.4,31,
Tripura,1973,30.98,32,
Uttar Pradesh,1973,23.99,33,
Uttaranchal,1973,33.26,34,
West Bengal,1973,38.86,35,
Jammu and Kashmir,1973,21.71,15,
Andaman and Nicobar,1972,51.15,1,
Telangana,1972,0,36,
Andhra Pradesh,1972,24.57,2,
Arunachal Pradesh,1972,11.29,3,
Assam,1972,33.94,4,
Bihar,1972,23.17,5,
Chandigarh,1972,70.43,6,
Chhattisgarh,1972,24.08,7,
Dadra and Nagar Haveli,1972,18.13,8,
Daman and Diu,1972,0,9,
Delhi,1972,65.08,10,
Goa,1972,51.96,11,
Gujarat,1972,36.95,12,
Haryana,1972,25.71,13,
Himachal Pradesh,1972,0,14,
Jharkhand,1972,23.87,16,
Karnataka,1972,36.83,17,
Kerala,1972,69.75,18,
Lakshadweep,1972,51.76,19,
Madhya Pradesh,1972,27.27,20,
Maharashtra,1972,45.77,21,
Manipur,1972,38.47,22,
Meghalaya,1972,29.49,23,
Mizoram,1972,53.8,24,
Nagaland,1972,33.78,25,
Orissa,1972,26.18,26,
Puducherry,1972,53.38,27,
Punjab,1972,34.12,28,
Rajasthan,1972,22.57,29,
Sikkim,1972,17.74,30,
Tamil Nadu,1972,45.4,31,
Tripura,1972,30.98,32,
Uttar Pradesh,1972,23.99,33,
Uttaranchal,1972,33.26,34,
West Bengal,1972,38.86,35,
Jammu and Kashmir,1972,21.71,15,
Andaman and Nicobar,1971,51.15,1,
Telangana,1971,0,36,
Andhra Pradesh,1971,24.57,2,
Arunachal Pradesh,1971,11.29,3,
Assam,1971,33.94,4,
Bihar,1971,23.17,5,
Chandigarh,1971,70.43,6,
Chhattisgarh,1971,24.08,7,
Dadra and Nagar Haveli,1971,18.13,8,
Daman and Diu,1971,0,9,
Delhi,1971,65.08,10,
Goa,1971,51.96,11,
Gujarat,1971,36.95,12,
Haryana,1971,25.71,13,
Himachal Pradesh,1971,0,14,
Jharkhand,1971,23.87,16,
Karnataka,1971,36.83,17,
Kerala,1971,69.75,18,
Lakshadweep,1971,51.76,19,
Madhya Pradesh,1971,27.27,20,
Maharashtra,1971,45.77,21,
Manipur,1971,38.47,22,
Meghalaya,1971,29.49,23,
Mizoram,1971,53.8,24,
Nagaland,1971,33.78,25,
Orissa,1971,26.18,26,
Puducherry,1971,53.38,27,
Punjab,1971,34.12,28,
Rajasthan,1971,22.57,29,
Sikkim,1971,17.74,30,
Tamil Nadu,1971,45.4,31,
Tripura,1971,30.98,32,
Uttar Pradesh,1971,23.99,33,
Uttaranchal,1971,33.26,34,
West Bengal,1971,38.86,35,
Jammu and Kashmir,1971,21.71,15,
Andaman and Nicobar,1970,40.07,1,
Telangana,1970,0,36,
Andhra Pradesh,1970,21.19,2,
Arunachal Pradesh,1970,7.13,3,
Assam,1970,32.95,4,
Bihar,1970,21.95,5,
Chandigarh,1970,0,6,
Chhattisgarh,1970,18.14,7,
Dadra and Nagar Haveli,1970,0,8,
Daman and Diu,1970,0,9,
Delhi,1970,61.95,10,
Goa,1970,35.41,11,
Gujarat,1970,31.47,12,
Haryana,1970,0,13,
Himachal Pradesh,1970,0,14,
Jharkhand,1970,21.14,16,
Karnataka,1970,29.8,17,
Kerala,1970,55.08,18,
Lakshadweep,1970,27.15,19,
Madhya Pradesh,1970,21.41,20,
Maharashtra,1970,35.08,21,
Manipur,1970,36.04,22,
Meghalaya,1970,26.92,23,
Mizoram,1970,44.01,24,
Nagaland,1970,21.95,25,
Orissa,1970,21.66,26,
Puducherry,1970,43.65,27,
Punjab,1970,0,28,
Rajasthan,1970,18.12,29,
Sikkim,1970,0,30,
Tamil Nadu,1970,36.39,31,
Tripura,1970,20.24,32,
Uttar Pradesh,1970,20.87,33,
Uttaranchal,1970,18.05,34,
West Bengal,1970,34.46,35,
Jammu and Kashmir,1970,12.95,15,
Andaman and Nicobar,1969,40.07,1,
Telangana,1969,0,36,
Andhra Pradesh,1969,21.19,2,
Arunachal Pradesh,1969,7.13,3,
Assam,1969,32.95,4,
Bihar,1969,21.95,5,
Chandigarh,1969,0,6,
Chhattisgarh,1969,18.14,7,
Dadra and Nagar Haveli,1969,0,8,
Daman and Diu,1969,0,9,
Delhi,1969,61.95,10,
Goa,1969,35.41,11,
Gujarat,1969,31.47,12,
Haryana,1969,0,13,
Himachal Pradesh,1969,0,14,
Jharkhand,1969,21.14,16,
Karnataka,1969,29.8,17,
Kerala,1969,55.08,18,
Lakshadweep,1969,27.15,19,
Madhya Pradesh,1969,21.41,20,
Maharashtra,1969,35.08,21,
Manipur,1969,36.04,22,
Meghalaya,1969,26.92,23,
Mizoram,1969,44.01,24,
Nagaland,1969,21.95,25,
Orissa,1969,21.66,26,
Puducherry,1969,43.65,27,
Punjab,1969,0,28,
Rajasthan,1969,18.12,29,
Sikkim,1969,0,30,
Tamil Nadu,1969,36.39,31,
Tripura,1969,20.24,32,
Uttar Pradesh,1969,20.87,33,
Uttaranchal,1969,18.05,34,
West Bengal,1969,34.46,35,
Jammu and Kashmir,1969,12.95,15,
Andaman and Nicobar,1968,40.07,1,
Telangana,1968,0,36,
Andhra Pradesh,1968,21.19,2,
Arunachal Pradesh,1968,7.13,3,
Assam,1968,32.95,4,
Bihar,1968,21.95,5,
Chandigarh,1968,0,6,
Chhattisgarh,1968,18.14,7,
Dadra and Nagar Haveli,1968,0,8,
Daman and Diu,1968,0,9,
Delhi,1968,61.95,10,
Goa,1968,35.41,11,
Gujarat,1968,31.47,12,
Haryana,1968,0,13,
Himachal Pradesh,1968,0,14,
Jharkhand,1968,21.14,16,
Karnataka,1968,29.8,17,
Kerala,1968,55.08,18,
Lakshadweep,1968,27.15,19,
Madhya Pradesh,1968,21.41,20,
Maharashtra,1968,35.08,21,
Manipur,1968,36.04,22,
Meghalaya,1968,26.92,23,
Mizoram,1968,44.01,24,
Nagaland,1968,21.95,25,
Orissa,1968,21.66,26,
Puducherry,1968,43.65,27,
Punjab,1968,0,28,
Rajasthan,1968,18.12,29,
Sikkim,1968,0,30,
Tamil Nadu,1968,36.39,31,
Tripura,1968,20.24,32,
Uttar Pradesh,1968,20.87,33,
Uttaranchal,1968,18.05,34,
West Bengal,1968,34.46,35,
Jammu and Kashmir,1968,12.95,15,
Andaman and Nicobar,1967,40.07,1,
Telangana,1967,0,36,
Andhra Pradesh,1967,21.19,2,
Arunachal Pradesh,1967,7.13,3,
Assam,1967,32.95,4,
Bihar,1967,21.95,5,
Chandigarh,1967,0,6,
Chhattisgarh,1967,18.14,7,
Dadra and Nagar Haveli,1967,0,8,
Daman and Diu,1967,0,9,
Delhi,1967,61.95,10,
Goa,1967,35.41,11,
Gujarat,1967,31.47,12,
Haryana,1967,0,13,
Himachal Pradesh,1967,0,14,
Jharkhand,1967,21.14,16,
Karnataka,1967,29.8,17,
Kerala,1967,55.08,18,
Lakshadweep,1967,27.15,19,
Madhya Pradesh,1967,21.41,20,
Maharashtra,1967,35.08,21,
Manipur,1967,36.04,22,
Meghalaya,1967,26.92,23,
Mizoram,1967,44.01,24,
Nagaland,1967,21.95,25,
Orissa,1967,21.66,26,
Puducherry,1967,43.65,27,
Punjab,1967,0,28,
Rajasthan,1967,18.12,29,
Sikkim,1967,0,30,
Tamil Nadu,1967,36.39,31,
Tripura,1967,20.24,32,
Uttar Pradesh,1967,20.87,33,
Uttaranchal,1967,18.05,34,
West Bengal,1967,34.46,35,
Jammu and Kashmir,1967,12.95,15,
Andaman and Nicobar,1966,40.07,1,
Telangana,1966,0,36,
Andhra Pradesh,1966,21.19,2,
Arunachal Pradesh,1966,7.13,3,
Assam,1966,32.95,4,
Bihar,1966,21.95,5,
Chandigarh,1966,0,6,
Chhattisgarh,1966,18.14,7,
Dadra and Nagar Haveli,1966,0,8,
Daman and Diu,1966,0,9,
Delhi,1966,61.95,10,
Goa,1966,35.41,11,
Gujarat,1966,31.47,12,
Haryana,1966,0,13,
Himachal Pradesh,1966,0,14,
Jharkhand,1966,21.14,16,
Karnataka,1966,29.8,17,
Kerala,1966,55.08,18,
Lakshadweep,1966,27.15,19,
Madhya Pradesh,1966,21.41,20,
Maharashtra,1966,35.08,21,
Manipur,1966,36.04,22,
Meghalaya,1966,26.92,23,
Mizoram,1966,44.01,24,
